Link,Item,Description
https://qz.com/biden-pause-biggest-natural-gas-export-project-1851201347,Biden's natural gas export pause adds to his mixed climate record,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/7546d060302a99ed037e7c49b0df3970.jpg"" /><p>The Biden Administration is trying to have its cake and eat it too when it comes to fossil fuels and climate policy. The <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.whitehouse.gov/briefing-room/statements-releases/2024/01/26/fact-sheet-biden-harris-administration-announces-temporary-pause-on-pending-approvals-of-liquefied-natural-gas-exports/"" rel=""noopener noreferrer"" target=""_blank"">White House announced Friday</a> (Jan. 26) that it was going to pause all pending approvals of natural gas export facility projects, including Calcasieu Pass 2 facility in Louisiana, which would have…</p><p><a href=""https://qz.com/biden-pause-biggest-natural-gas-export-project-1851201347"">Read more...</a></p>"
https://qz.com/southwest-american-and-delta-feel-the-impacts-of-boei-1851200829,"Southwest, American, and Delta are feeling the impacts of Boeing's troubles","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/87927b967b81ee8e61b078c1e5bea263.jpg"" /><p>It’s not just <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/united-airlines-says-its-growth-will-slow-for-years-bec-1851189943"" rel=""noopener noreferrer"" target=""_blank"">United Airlines</a> and Alaska Airlines that were <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/737-max-9-united-alaska-return-to-air-1851196101"" rel=""noopener noreferrer"" target=""_blank"">impacted</a> by the <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/boeing-737-max-9-alaska-airlines-stock-fallout-1851156730"" rel=""noopener noreferrer"" target=""_blank"">grounding of Boeing’s 737 Max 9s</a>. Delta, Southwest, and American have taken a gut punch, too.<br /></p><p><a href=""https://qz.com/southwest-american-and-delta-feel-the-impacts-of-boei-1851200829"">Read more...</a></p>"
https://qz.com/elon-musks-ai-startup-is-reportedly-looking-to-raise-up-1851200609,Elon Musk's AI startup is reportedly looking to raise up to $6 billion,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/1e3b0a6c83a146ea9901be5df186961c.jpg"" /><p>Looks like Elon Musk is trying to mount a challenge to OpenAI—with some serious funding behind it. His competitor xAI is reportedly in talks to raise up to $6 billion at a proposed valuation of $20 billion, the Financial Times <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.ft.com/content/28983bdc-2a38-4103-beae-08d9542ab69d"" rel=""noopener noreferrer"" target=""_blank"">reported on Friday</a> (Jan. 26).<br /></p><p><a href=""https://qz.com/elon-musks-ai-startup-is-reportedly-looking-to-raise-up-1851200609"">Read more...</a></p>"
https://qz.com/emails/daily-brief/1851199044/is-2024-the-year-of-tech-layoffs,🌎 Is 2024 the year of tech layoffs?,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/21871a1358c3ed2238ff196a7ea9b36f.jpg"" /><p>Good morning, Quartz readers!<br /></p><p><a href=""https://qz.com/emails/daily-brief/1851199044/is-2024-the-year-of-tech-layoffs"">Read more...</a></p>"
https://qz.com/europe-china-economic-security-1851199793,Europe's economic security plan needs to play both defense and offense,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/79d59ede37de02ce93d5eb6105dbab7b.jpg"" /><p>The European Union this week <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://ec.europa.eu/commission/presscorner/detail/en/IP_24_363"" rel=""noopener noreferrer"" target=""_blank"">published a raft of proposals</a> aimed at bolstering the bloc’s economic security, including how to better scrutinize inbound investments, monitor risks associated with outbound investments,  and regulate exports of sensitive technologies. </p><p><a href=""https://qz.com/europe-china-economic-security-1851199793"">Read more...</a></p>"
https://qz.com/sephora-tweens-lvmh-profits-boost-1851198488,Sephora tweens are giving LVMH's profits a nice glow,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/fad8a091789fc7d082dea33ff925e178.jpg"" /><p>Everyone’s been talking about the Sephora tweens: Young customers who flock to the beauty store in search of pricey skincare products to rejuvenate faces too young to register the wear and tear of life. Some people are <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.dailymail.co.uk/femail/article-12984249/sephora-teens-ruin-beauty-product-samples-store.html"" rel=""noopener noreferrer"" target=""_blank"">scared of them</a>. Some are <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.axios.com/2024/01/25/sephora-kids-tweens-anti-aging-skin-care-parents"" rel=""noopener noreferrer"" target=""_blank"">scared for them</a>. Some would like to remind horrified onlookers that <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.allure.com/story/sephora-tweens-are-nothing-new"" rel=""noopener noreferrer"" target=""_blank"">they…</a></p><p><a href=""https://qz.com/sephora-tweens-lvmh-profits-boost-1851198488"">Read more...</a></p>"
https://qz.com/tech-layoffs-might-surpass-2023-1851198088,Tech layoffs are already on pace to surpass last year after another brutal week,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/d2908e8d2d1e0082b28aebecaed68a58.jpg"" /><p><br /></p><p><a href=""https://qz.com/tech-layoffs-might-surpass-2023-1851198088"">Read more...</a></p>"
https://qz.com/fed-interest-rate-cuts-not-coming-soon-1851197420,The Fed hasn't killed the economy yet,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/8aa21efe6ed575d1b3f855fa7ff9f615.jpg"" /><p>Lots of people would love it if the Federal Reserve cut interest rates soon. Investors want cheaper money. Homeowners want cheaper mortgages. Consumers want cheaper credit card bills. And for a while, there was <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/speculation-about-eventual-rate-cuts-is-rising-but-fed-1851088754"" rel=""noopener noreferrer"" target=""_blank"">a lot of pressure</a> on the Fed to give them what they wanted out of fears that holding rates too high would <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.epi.org/blog/the-fed-should-stand-pat-on-further-interest-rate-hikes-at-this-weeks-meeting-inflation-is-easing-even-as-the-labor-market-remains-strong/"" rel=""noopener noreferrer"" target=""_blank"">dam…</a></p><p><a href=""https://qz.com/fed-interest-rate-cuts-not-coming-soon-1851197420"">Read more...</a></p>"
https://qz.com/shopping-is-driving-us-economy-1851196614,Americans are shopping their way to a stronger economy,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/5b5434cb653ccfccdf3a715c1272a77e.jpg"" /><p>The economy is still humming! </p><p><a href=""https://qz.com/shopping-is-driving-us-economy-1851196614"">Read more...</a></p>"
https://qz.com/how-to-find-a-new-job-and-make-more-money-your-wallet-1851197222,How to find a new job and make more money | Your Wallet,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/ec54b05809dd9f012f063a2b146b8412.jpg"" /><p><a href=""https://qz.com/how-to-find-a-new-job-and-make-more-money-your-wallet-1851197222"">Read more...</a></p>"
https://qz.com/tesla-outlook-ev-import-soar-1851196877,Tesla’s time in the sun is over as EV imports are soaring,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/2508d5a0a857815754da45e28b26bbbc.jpg"" /><p>In a shareholder <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://digitalassets.tesla.com/tesla-contents/image/upload/IR/TSLA-Q4-2023-Update.pdf"" rel=""noopener noreferrer"" target=""_blank"">letter Wednesday</a> (Jan. 25), Tesla said that vehicle volume growth may be “notably lower” than the rate from a year ago.<br /></p><p><a href=""https://qz.com/tesla-outlook-ev-import-soar-1851196877"">Read more...</a></p>"
https://qz.com/emails/space-business/1851194792/space-business-a-lunar-new-year,🚀 Space Business: A lunar new year,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/97c84332e690c368f43fa8d5c6e9f937.jpg"" /><p>We’ll be taking a break from Space Business for a bit! In the meantime, keep your eyes on the skies (and if you want more Quartz in your inbox, <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/newsletter"" rel=""noopener noreferrer"" target=""_blank"">check out our other newsletters</a>)!</p><p><a href=""https://qz.com/emails/space-business/1851194792/space-business-a-lunar-new-year"">Read more...</a></p>"
https://qz.com/737-max-9-united-alaska-return-to-air-1851196101,United and Alaska Airlines' Boeing 737 Max 9 planes will return to the air,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/9ceefd457e30e993cb47c862d3e1eb99.jpg"" /><p>The US Federal Aviation Administration said grounded Boeing 737 Max 9 airplanes will be cleared to return to the skies after it does an inspection and maintenance check.<br /></p><p><a href=""https://qz.com/737-max-9-united-alaska-return-to-air-1851196101"">Read more...</a></p>"
https://qz.com/subway-meat-slicers-1851195872,Subway made a big investment in new meat slicers and it's not looking good,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/544cc9ab7abe867dc91339e6fe1b502b.jpg"" /><p>When Subway announced last year that it would be removing pre-sliced meat from its assembly line and <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://thetakeout.com/subway-locations-deli-slicer-meat-better-sandwich-menu-1850071133"">adding automatic deli slicers</a> to its more than 20,000 locations, the intention was to improve the chain’s overall sandwich quality. Just six months after this systemwide change, however, Restaurant Business reports <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.restaurantbusinessonline.com/financing/some-subway-operators-slicers-arent-all-theyre-sliced-be"" rel=""noopener noreferrer"" target=""_blank"">Subw…</a></p><p><a href=""https://qz.com/subway-meat-slicers-1851195872"">Read more...</a></p>"
https://qz.com/selling-houses-less-profitable-2023-1851194261,Huge market headwinds made house flipper profits less gigantic last year,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/163cf5ff0049365381b4b601d705ddd5.jpg"" /><p>A lot of people don’t want to sell their houses because their interest rates are too good and they’re scared they won’t be able to afford something better. A lot of people can’t buy a house because interest rates are too high and they can’t afford anything at all. So when transactions do happen—in 2023, existing US…</p><p><a href=""https://qz.com/selling-houses-less-profitable-2023-1851194261"">Read more...</a></p>"
https://qz.com/most-powerful-passports-2024-world-rankings-1851177985,2024's most powerful passports ranked,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/88de51e230776489259a014e629a925f.jpg"" /><p>Japan and Singapore enjoyed the shared distinction of <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/most-powerful-passports-2023-ranking-1850024908"" rel=""noopener noreferrer"" target=""_blank"">having the most powerful passports in the world</a> since 2019. But they’re not alone anymore. </p><p><a href=""https://qz.com/most-powerful-passports-2024-world-rankings-1851177985"">Read more...</a></p>"
https://qz.com/tesla-stock-down-magnificent-seven-microsoft-apple-1851194022,Tesla has been a tech stock stinker as Microsoft joins Apple in the $3 trillion club,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/aac2eab778880d7284d7f4648437ad03.jpg"" /><p>At the top of the year, the Wall Street Journal <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.wsj.com/finance/optimism-abounds-wall-street-this-new-year-a0ec5cc0"" rel=""noopener noreferrer"" target=""_blank"">let the world know</a> about the “Magnificent Seven,” a basket of tech stocks that traders were hyping up for the high profits amid a period of economic uncertainty. </p><p><a href=""https://qz.com/tesla-stock-down-magnificent-seven-microsoft-apple-1851194022"">Read more...</a></p>"
https://qz.com/emails/quartz-obsession/1851193320/shah-rukh-khan-the-king-of-cinema-is-back,Shah Rukh Khan: The king of cinema is back,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/ab36dd4905fad76f26e1cc4cdbaa47b9.jpg"" /><p><strong>Back with a bang</strong><br /></p><p><a href=""https://qz.com/emails/quartz-obsession/1851193320/shah-rukh-khan-the-king-of-cinema-is-back"">Read more...</a></p>"
https://qz.com/netflix-password-sharing-crackdown-and-price-hikes-are-1851193478,Netflix password-sharing crackdown and price hikes will drive revenue 'for years',"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/a32d9d4a925ebadbd05c002fe9668555.jpg"" /><p>Netflix’s <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/netflix-password-sharing-crackdown-us-household-1850468506"" rel=""noopener noreferrer"" target=""_blank"">password-sharing crackdown</a>—which the company more affectionately calls “paid sharing,” “the right nudge at the right time”—not only paid off immediately after the company implemented it last May, but even more so in the months that followed.<br /></p><p><a href=""https://qz.com/netflix-password-sharing-crackdown-and-price-hikes-are-1851193478"">Read more...</a></p>"
https://qz.com/fighting-red-sea-oil-prices-increasing-1851192473,It turns out oil gets more expensive to ship when boats go boom in the Red Sea,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/dd7143e78390e16321add067c3440b5f.jpg"" /><p>The oil comes out the ground, the oil gets sold, the oil gets shipped somewhere, the oil gets turned into gasoline and plastic and all the stuff we use to go about our lives. All of these steps in the process affect the price of the oil itself, and three of them get the most attention, but only one of them is getting…</p><p><a href=""https://qz.com/fighting-red-sea-oil-prices-increasing-1851192473"">Read more...</a></p>"
https://qz.com/afm-amptp-musicians-union-artificial-intelligence-1851192257,Musicians are bargaining with Hollywood over AI,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/fbdd9fa1aacb02aff64c9b5bcd3d587c.jpg"" /><p>First, it was writers and actors. Then, it was <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/the-marvel-universe-has-new-avengers-visual-effects-wo-1850718359"" rel=""noopener noreferrer"" target=""_blank"">visual effects workers</a>. Now, it’s musicians who are demanding Hollywood studios provide pay and consent for using artificial intelligence.</p><p><a href=""https://qz.com/afm-amptp-musicians-union-artificial-intelligence-1851192257"">Read more...</a></p>"
https://qz.com/emails/quartz-at-work/1851192214/writing-your-resume-for-a-robot,Writing your resume for a robot,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/e8293aeefafb69150ef3284b5e3197ba.jpg"" /><p>Hello, Quartz at Work readers!</p><p><a href=""https://qz.com/emails/quartz-at-work/1851192214/writing-your-resume-for-a-robot"">Read more...</a></p>"
https://qz.com/best-jobs-2024-indeed-mental-healthcare-1851190781,"The best jobs of 2024, according to Indeed","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/ae46eb49811ec34b3fc57d408f0dd2ac.jpg"" /><p>The top jobs in the US in 2024 are in mental healthcare, according to Indeed — and mental health technicians, mental health therapists, and psychiatrists are the best ones to apply for this year.</p><p><a href=""https://qz.com/best-jobs-2024-indeed-mental-healthcare-1851190781"">Read more...</a></p>"
https://qz.com/why-the-us-economy-might-be-headed-for-a-bumpy-landing-1851189884,Why the US economy might be headed for a bumpy landing | Smart Investing,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/86871ee7a25653bcf3a70082b5ebd1ab.jpg"" /><p><a href=""https://qz.com/why-the-us-economy-might-be-headed-for-a-bumpy-landing-1851189884"">Read more...</a></p>"
https://qz.com/hr-software-ai-algorithms-bias-1851190372,AI is coming for your job application long before it comes for your job,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/9ec9150402a1ef48deaa0384334f39de.jpg"" /><p>In late 2017, Hilke Schellmann was closing out a conference in Washington, DC, when she hailed a ride to the train station. The filmmaker and New York University journalism professor hopped in her Lyft,  asked  the driver how he was doing, and was met with a pause. It had been a strange day, he answered. He’d applied…</p><p><a href=""https://qz.com/hr-software-ai-algorithms-bias-1851190372"">Read more...</a></p>"
https://qz.com/united-airlines-says-its-growth-will-slow-for-years-bec-1851189943,United Airlines says growth will slow for years because of Boeing's 737 troubles,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/b058e7f7173bd8be72f23c8a20d8bdaf.jpg"" /><p>United Airlines expects its capacity growth to slow in the coming years, thanks to the  drama at its biggest aircraft supplier, Boeing.<br /></p><p><a href=""https://qz.com/united-airlines-says-its-growth-will-slow-for-years-bec-1851189943"">Read more...</a></p>"
https://qz.com/lots-of-people-started-selling-bitcoin-after-the-sec-ma-1851190395,Lots of people started selling bitcoin after the SEC made it easier to buy,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/fb09f7ab32c9ab32711162accdc6c3f8.jpg"" /><p>There was a whole lot of excitement around the prospect of exchange-traded bitcoin funds a couple weeks ago, when the US Securities and Exchange Commission announced that it had <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/first-bitcoin-exchange-traded-funds-are-cleared-by-us-r-1851157071"" rel=""noopener noreferrer"" target=""_blank"">approved use of the investing tool</a>. Someone even <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.reuters.com/technology/sec-account-hack-renews-spotlight-xs-security-concerns-2024-01-10/"" rel=""noopener noreferrer"" target=""_blank"">hacked the SEC’s account on the X social media platform</a> to break the news early! But that…</p><p><a href=""https://qz.com/lots-of-people-started-selling-bitcoin-after-the-sec-ma-1851190395"">Read more...</a></p>"
https://qz.com/brex-once-a-silicon-valley-darling-is-laying-off-20-1851189051,"Brex, once a Silicon Valley darling, is laying off 20% of its workforce","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/6529f0dc9506f74ecf6a34d91db969fb.jpg"" /><p><a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/1721642/brex-cash-claims-sipc-protection-checking-poses-a-challenge"" rel=""noopener noreferrer"" target=""_blank"">Brex</a>, a US <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/emails/future-of-finance/1744003/quartz-future-of-finance-what-fintech-means-to-visa-and-mastercard"" rel=""noopener noreferrer"" target=""_blank"">fintech</a> startup, has cut more than 200 employees from its 1,000-person workforce. This move shows that even a decacorn—a privately held company with a valuation topping $10 billion—isn’t immune to job losses. The startup said it’s doing some restructuring, according to an email sent today (Jan. 23) to an…</p><p><a href=""https://qz.com/brex-once-a-silicon-valley-darling-is-laying-off-20-1851189051"">Read more...</a></p>"
https://qz.com/netflix-is-paying-5-billion-to-be-the-home-of-wwes-mon-1851188480,Netflix is paying $5 billion to be the home of WWE's Monday Night Raw,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/4655637a938ad6a6701a90d1718709f4.jpg"" /><p>Once upon a time, the main proposition of streaming services like Netflix was that you could watch what you wanted, when you wanted. But as the services have increasingly started bailing on creating original content that users could pick up from libraries, they’ve been investing more in live events such as sports.…</p><p><a href=""https://qz.com/netflix-is-paying-5-billion-to-be-the-home-of-wwes-mon-1851188480"">Read more...</a></p>"
https://qz.com/tiktok-workers-feel-techs-troubles-as-the-company-cuts-1851188391,TikTok workers feel tech's troubles as the company cuts 60 jobs,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/05c5e1c2009949c0bb6eb7dd2b7f9749.jpg"" /><p>Tech employees have taken to TikTok to tell the world about their layoffs. Now, TikTok workers themselves are the ones with the problem.<br /></p><p><a href=""https://qz.com/tiktok-workers-feel-techs-troubles-as-the-company-cuts-1851188391"">Read more...</a></p>"
https://qz.com/china-import-fewer-semiconductors-more-chipmaking-machi-1851188247,China is importing fewer chips and more chipmaking machines,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/2b52512e1fef42681ebb97f7d5231165.jpg"" /><p>In a clear sign of Beijing’s efforts to speed up the development of its homegrown semiconductor industry amid Washington’s intensifying technology restrictions, China’s imports of chipmaking machines <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.bloomberg.com/news/articles/2024-01-22/china-buys-near-record-40-billion-of-chip-gear-to-beat-us-curbs"" rel=""noopener noreferrer"" target=""_blank"">hit a near-record</a> last year—while its chip imports saw their <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.bloomberg.com/news/articles/2024-01-15/us-china-chip-war-china-sees-biggest-drop-in-imports-on-record-in-2023"" rel=""noopener noreferrer"" target=""_blank"">steepest decline on record</a>. </p><p><a href=""https://qz.com/china-import-fewer-semiconductors-more-chipmaking-machi-1851188247"">Read more...</a></p>"
https://qz.com/china-taiwan-intermediate-goods-1851187726,One way China is growing more dependent on Taiwan,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/df5113f60a04b02d6009312b242d5ec0.jpg"" /><p>Intermediate goods are inputs used to produce a final product. Think textiles to make a coat, metals to make a car, and computer chips to make an iPhone. </p><p><a href=""https://qz.com/china-taiwan-intermediate-goods-1851187726"">Read more...</a></p>"
https://qz.com/1-8-billion-reasons-why-wall-street-loves-the-fashion-w-1851186408,1.8 billion reasons why Wall Street loves the fashion world's favorite hiking sneakers,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/600b3f8558298e0749800591909eda28.jpg"" /><p>Back in 2016, hiking shoe specialist Salomon was set to destroy the molds for its XT-6 sneaker. The model had debuted four years earlier and was getting cycled out. But Jean-Philippe Lalonde, a special projects manager tasked with breaking the company into the fashion world, told the production department to pump the…</p><p><a href=""https://qz.com/1-8-billion-reasons-why-wall-street-loves-the-fashion-w-1851186408"">Read more...</a></p>"
https://qz.com/millions-live-near-us-railways-shipping-the-toxic-chemi-1851186374,"Millions live near US railways shipping the toxic chemical that contaminated East Palestine, Ohio","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/c1603ce6c5d0819314bd810ac7ffe889.jpg"" /><p>The toxic, flammable gas that notoriously spilled into the town of East Palestine, Ohio, last year still rides on rail lines through eight major US cities. In fact, as much as <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://toxicfreefuture.org/press-room/new-research-reveals-up-to-36-million-pounds-of-toxic-chemical-vinyl-chloride-are-transported-across-north-american-railways-at-any-moment-putting-millions-at-risk/"" rel=""noopener noreferrer"" target=""_blank"">36 million pounds</a> of the chemical, vinyl chloride,<strong></strong>are carried on trains through the country at any given time, according to a new study by…</p><p><a href=""https://qz.com/millions-live-near-us-railways-shipping-the-toxic-chemi-1851186374"">Read more...</a></p>"
https://qz.com/mit-research-jobs-ai-computer-vision-high-cost-1851184898,"It's expensive to replace humans with AI, MIT says","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/c2039d50f7f7c17c675f0e466ead800c.jpg"" /><p>Fears of robots taking over people’s jobs have been a recurring theme <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/1681832/the-history-of-the-future-of-work#:~:text=Today%20many%20worry%20that%20strides,supposedly%20denied%20a%20patent%20to"" rel=""noopener noreferrer"" target=""_blank"">for centuries</a>, and with recent advancements in AI, the <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.bbc.com/worklife/article/20230418-ai-anxiety-artificial-intelligence-replace-jobs"" rel=""noopener noreferrer"" target=""_blank"">anxiety has resurfaced</a>. But fear not, humans! A <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.bloomberg.com/news/articles/2024-01-22/humans-still-cheaper-than-ai-in-vast-majority-of-jobs-mit-finds?sref=P6Q0mxvj"" rel=""noopener noreferrer"" target=""_blank"">new study </a>from the Massachusetts Institute of Technology (MIT) offers a reassuring perspective: most jobs are currently too expensive to automate…</p><p><a href=""https://qz.com/mit-research-jobs-ai-computer-vision-high-cost-1851184898"">Read more...</a></p>"
https://www.foxnews.com/politics/white-house-demands-speaker-johnson-give-biden-authority-funding-secure-border,White House demands Speaker Johnson give Biden 'authority and funding' to 'secure the border',The White House is refuting Speaker Mike Johnson&apos;s argument that the power to fix the border crisis lies with President Biden.
https://www.foxnews.com/politics/us-lawmakers-see-wave-new-bills-aiming-define-antisemitism,US lawmakers see wave of new bills aiming to define antisemitism,"Lawmakers across the U.S. are proposing laws to define antisemitism, sparking debates about free speech and international politics in state legislation."
https://www.foxnews.com/politics/white-house-developers-powerful-ai-systems-report-safety-test-results-government,White House: Developers of ‘powerful AI systems’ now have to report safety test results to government,"The White House says under a President Biden executive order, companies developing “powerful AI systems&quot; now must report safety test results to the government"
https://www.foxnews.com/politics/red-states-pushing-block-abortion-measures-statewide-ballots-2024-election,Red states pushing to block abortion measures from statewide ballots ahead of 2024 election,"Legislators in Mississippi and Missouri are blocking abortion ballot measures, arguing out-of-state cash cows are running the measures through."
https://www.foxnews.com/politics/new-jersey-democrats-seeking-cover-out-pocket-abortion-costs,New Jersey Democrats seeking to cover out-of-pocket abortion costs,New Jersey Gov. Phil Murphy and the state&apos;s Democrat-led Legislature are proposing a measure to cover out-of-pocket costs for a woman wanting an abortion.
https://www.foxnews.com/politics/nsa-purchases-americans-internet-browsing-data-without-warrants-senator-documents,"NSA purchases Americans' internet browsing data without warrants, senator's documents show","The National Security Agency buys Americans&apos; internet browsing information, including about the websites they visit and the apps they use, without warrants, Sen. Ron Wyden revealed."
https://www.foxnews.com/politics/house-lawmakers-shine-light-how-ai-make-congress-more-efficient,House lawmakers to shine light on how AI can make Congress ‘more efficient’,"Artificial Intelligence is being integrated into more and more parts of every day life, including the day-to-day operations of the federal government."
https://www.foxnews.com/politics/trump-aides-sentence-defying-congress-highlights-two-tier-justice-system-observer,Trump aide's sentence for defying Congress highlights 'two-tier' justice system: observer,"Former Trump adviser Peter Navarro has been sentenced to prison for flouting a congressional subpoena, and one legal expert is calling foul on the DOJ for its double standards."
https://www.foxnews.com/politics/vulnerable-house-dem-caught-zoom-call-lamenting-trump-kool-aid-voters-district,Vulnerable House Dem caught on Zoom call lamenting 'Trump Kool-Aid' voters in her district,"Rep. Susan Wild, D-Pa., said she was &quot;dismayed&quot; to find out she would be representing a county that strongly supports Donald Trump after redistricting efforts in the state."
https://www.foxnews.com/politics/republicans-probe-ccp-tied-nonprofit-funneling-money-us-eco-groups,Republicans probe CCP-tied nonprofit funneling money to US eco groups,FIRST ON FOX: The GOP chairs of three House committees are launching a joint investigation into a eco group with ties to China that has funneled money to U.S. climate initiatives.
https://www.foxnews.com/politics/former-green-beret-shreds-criminally-incompetent-biden-stresses-need-more-veterans-congress,"Former Green Beret shreds 'criminally incompetent' Biden, stresses need for more veterans in Congress","Former Green Beret Pat Harrigan, a Republican from North Carolina, ripped President Biden as &quot;criminally incompetent,&quot; and stressed the need for more veterans in Congress."
